Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9013026,"RHOB GTPase cycle",59,75,0.0052554130754677315,0.03360125902355393,0.795857212076082,6,6,4.419238417912646E-4,9606,Homo sapiens,"6793;4650;5585;65124;5586;9743;2909;55160;26115;23002;23365;9181;57584;392;9341;26073;29941;2026;85415;1894;85457;26112;54878;10211;85480;9475;7410;91445;9754;81839;2040;2280;3329;1503;26084;3728;54962;54443;9826;11113;1509;90627;2319;64283;9828;29;6093;284119;29127;50650;2200;613;9639;10395;857;55789;10276;26094;4162;5295;5099;9414;9138;58189;80728;81624;388;1520;3146;85465;128239;1729","","R-HSA-9013021;R-HSA-9013023;R-HSA-9013022;R-HSA-9013024;R-HSA-9690494;R-HSA-9690493"
R-HSA-9648025,"EML4 and NUDC in mitotic spindle formation",90,121,0.008478733095087941,0.036930702377912294,0.795857212076082,5,5,3.682698681593872E-4,9606,Homo sapiens,"54908;8655;7280;1063;1062;9184;991;151648;55166;1058;79019;151246;10376;9735;10381;10383;23332;79003;55055;81565;22919;7846;10783;84790;348995;348235;23421;57122;220134;57082;84617;57405;51143;147841;3014;6249;27183;4085;64105;23431;401541;58189;79023;10403;54820;80776;701;54821;6396;1781;23122;1780;81929;79172;1778;81930;55920;7514;3796;140609;9793;91687;2122;2121;57551;79682;27175;5905;2512;2631;90624;5347;5501;1949;83540;80152;5903;23091;2491;5519;332;55143;1950;3215;699;347733;3619;140735;5515;11004;5516;5518;25936;9212;7277;11130;27436;64946;79980;10726;79902;55839;5528","","R-HSA-9648114;R-HSA-9647746;R-HSA-9648017;R-HSA-156682;R-HSA-9648089"
R-HSA-9696264,"RND3 GTPase cycle",36,43,0.0030131034966014996,0.040340816637509214,0.795857212076082,2,2,1.4730794726375488E-4,9606,Homo sapiens,"11180;5783;92105;7126;2909;1362;390;29766;57584;90480;9462;6093;22852;56951;1832;57449;57222;55704;11188;3895;857;10970;55789;3658;85480;5295;8502;8301;91445;27316;81839;9352;9231;23513;2280;3329;1503;57216;10505;253980;23592;30837;1969;2319","","R-HSA-9696267;R-HSA-9696268"
R-HSA-8980692,"RHOA GTPase cycle",111,154,0.010791114848293742,0.04636104425236043,0.795857212076082,6,6,4.419238417912646E-4,9606,Homo sapiens,"65124;7204;9743;55160;9181;57584;9341;91010;29941;2026;85415;79658;54878;10134;3998;85480;93663;9475;9754;81839;2040;2280;84317;1503;143872;57636;55852;55219;84033;11113;1509;10144;2319;64283;10424;29;116985;25963;6093;2050;29127;29886;26099;84986;57522;2200;537;9639;3895;3930;8826;26094;5295;9411;7112;50619;9414;9138;58189;387;58504;81624;1520;79822;3146;708;23526;6793;91452;4650;5585;5586;2909;26115;23002;23365;2230;3163;392;790;395;397;26073;85458;1894;85457;26112;10211;5337;7410;91445;3329;26084;3728;54962;54443;9826;85441;9824;85440;90627;9828;8997;8874;2131;84936;57569;57449;284119;50650;613;10395;857;55701;55789;10276;4162;65992;5099;9217;25894;8086;80728;56122;55831;23197;85465;128239;85463;1729;85461;5924;85460","","R-HSA-9013004;R-HSA-9013006;R-HSA-9013009;R-HSA-8980691;R-HSA-9012835;R-HSA-8981637"
R-HSA-2500257,"Resolution of Sister Chromatid Cohesion",97,134,0.009389671361502348,0.05410395571389737,0.795857212076082,8,8,5.892317890550195E-4,9606,Homo sapiens,"54908;8655;7280;23047;1063;1062;9184;991;151648;55166;1058;79019;151246;10376;9735;10381;10383;23332;79003;55055;81565;22919;7846;113130;84790;348995;348235;9126;23421;57122;220134;57082;84617;891;57405;51143;147841;3014;6249;27183;4085;9133;64105;23431;401541;58189;79023;10403;54820;80776;701;54821;2619;6396;1781;23122;1780;81929;79172;1778;81930;10735;55920;7514;3796;9793;91687;57551;79682;27175;5905;2512;2631;90624;5347;5501;1949;83540;80152;5903;23091;2491;5519;332;55143;1950;3215;699;347733;3619;140735;5515;11004;5516;5518;25936;9212;7277;8243;11130;64946;79980;983;10726;79902;5885;55839;5528","","R-HSA-2468293;R-HSA-2466068;R-HSA-2484822;R-HSA-2545253;R-HSA-2467794;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821"
R-HSA-210991,"Basigin interactions",23,26,0.0018218765328288137,0.05415639345908785,0.795857212076082,10,10,7.365397363187744E-4,9606,Homo sapiens,"23428;9123;2171;890;991;29103;899;5478;857;3897;3655;837;23759;9057;6520;6566;3750;3035;481;3073;2280;483;23657;8140;682;26286;4312;900;901;3688","","R-HSA-204434;R-HSA-204465;R-HSA-204485;R-HSA-204549;R-HSA-204500;R-HSA-375133;R-HSA-375135;R-HSA-204392;R-HSA-204600;R-HSA-375131"
R-HSA-69278,"Cell Cycle, Mitotic",394,596,0.04176301590638357,0.05718216069252524,0.795857212076082,350,350,0.025778890771157102,9606,Homo sapiens,"25904;2551;1460;22994;22995;9184;1459;2305;4609;1454;1453;91768;5933;5934;10776;64151;4605;10426;5707;5708;5709;5700;10783;5701;10540;5702;2319;4751;9088;22974;5717;5719;57405;5710;5711;27183;5714;5716;91782;1495;22981;3428;10403;80776;81620;701;5720;4998;10762;5981;5982;5861;5983;1021;3320;29108;1019;80321;10733;1017;114791;10735;55125;3796;4660;91687;100101267;2122;2121;1031;57551;1030;79682;27175;1028;2117;1027;2237;3326;1026;653784;5984;5500;5985;5501;6714;4659;22933;5520;1163;55142;84936;2491;83607;83734;2009;5519;55388;10714;55143;3215;5515;5516;5518;22822;6500;10844;983;10726;84930;5885;157570;5528;5422;2033;2275;1063;1062;2030;990;991;151648;203068;993;994;995;1058;996;6502;85378;128866;54756;10376;10133;64682;10381;10383;3376;64689;23332;2286;5424;10142;7846;5425;5426;5427;113130;4218;8815;348235;10592;5685;23421;3021;2294;3020;2171;890;891;29089;54892;3017;51143;3015;3014;2167;8945;10112;5557;79959;5558;9918;7979;57804;5694;4000;5695;4001;5696;23310;64105;23431;114799;440145;25978;2182;2060;55755;10000;5566;84296;8970;6790;23649;9700;129401;81929;3161;81930;55766;9814;5577;7514;5578;5699;10213;25836;140609;5594;5111;5595;7532;7531;3178;51053;90987;90624;8615;5347;208;5108;91750;5000;5001;3065;22897;332;699;5116;9837;4149;140735;23636;25936;3191;23518;8881;23511;53371;79980;79866;54107;8636;4172;9861;54908;4173;7321;4174;4175;8655;4176;7444;7443;6233;11065;11064;7324;23047;4171;595;23165;151246;9735;9978;6241;9631;94239;119504;28986;95681;23291;6117;54801;7329;6119;6118;51659;84790;9883;7341;348995;25;8556;7465;220134;57082;23383;6249;54933;8548;54931;4085;7112;23155;23397;58189;54820;51434;8318;85300;54821;8317;80097;9663;8454;6396;9662;10051;8334;8697;2909;23122;55920;2907;1936;9793;8345;1949;8339;7027;9688;10393;1950;51343;54978;1719;8349;347733;2805;11004;55706;8365;9212;7153;7277;8243;7157;64785;11130;23595;221496;23354;1964;2932;1960;23592;23594;79902;7029;11258;55839;84131;22913;7280;7283;26271;29781;55166;84962;27243;79019;27123;1859;1979;1978;7175;9232;7298;8021;79003;55055;27133;81565;22919;3921;1869;9126;57122;286826;84617;27229;29882;1514;1997;1876;1874;147841;1870;3930;1639;51704;51703;93323;9133;9134;9491;401541;200014;79023;9493;2735;10806;10926;2619;1781;1780;79172;7083;3836;1778;4926;3837;3717;4927;387893;27338;56180;84515;5905;2512;2631;26003;3842;83540;5901;80152;5903;23091;27303;1435;27300;83696;30968;3619;3978;27436;8086;64946;5928;121441;30837;51512;30836;5925;4957","","R-HSA-375302;R-HSA-156673;R-HSA-156678;R-HSA-2562594;R-HSA-8961678;R-HSA-69127;R-HSA-156682;R-HSA-8961665;R-HSA-174088;R-HSA-187916;R-HSA-8961671;R-HSA-8961688;R-HSA-9647746;R-HSA-174097;R-HSA-69140;R-HSA-2545203;R-HSA-69142;R-HSA-69144;R-HSA-156699;R-HSA-174104;R-HSA-174105;R-HSA-174110;R-HSA-187934;R-HSA-69152;R-HSA-380455;R-HSA-3000335;R-HSA-187937;R-HSA-174119;R-HSA-9018017;R-HSA-174122;R-HSA-174120;R-HSA-3000327;R-HSA-174121;R-HSA-8961699;R-HSA-75820;R-HSA-174124;R-HSA-187948;R-HSA-75823;R-HSA-187949;R-HSA-75822;R-HSA-75825;R-HSA-75824;R-HSA-156723;R-HSA-2470935;R-HSA-69173;R-HSA-187959;R-HSA-174132;R-HSA-174139;R-HSA-170044;R-HSA-3000339;R-HSA-2245218;R-HSA-174144;R-HSA-2545253;R-HSA-170055;R-HSA-69191;R-HSA-4088441;R-HSA-4088439;R-HSA-69195;R-HSA-170057;R-HSA-9624798;R-HSA-174159;R-HSA-69199;R-HSA-174157;R-HSA-170070;R-HSA-174164;R-HSA-174171;R-HSA-380508;R-HSA-170072;R-HSA-8942803;R-HSA-174174;R-HSA-170076;R-HSA-2430533;R-HSA-2430535;R-HSA-170087;R-HSA-170084;R-HSA-170088;R-HSA-69227;R-HSA-141423;R-HSA-187506;R-HSA-174195;R-HSA-9624800;R-HSA-2484822;R-HSA-141429;R-HSA-174202;R-HSA-174203;R-HSA-69754;R-HSA-9668335;R-HSA-8942836;R-HSA-69756;R-HSA-2430552;R-HSA-141437;R-HSA-187520;R-HSA-174209;R-HSA-170116;R-HSA-8942607;R-HSA-8962050;R-HSA-170120;R-HSA-170126;R-HSA-9615901;R-HSA-2995389;R-HSA-174227;R-HSA-2995388;R-HSA-170131;R-HSA-174224;R-HSA-174235;R-HSA-8848414;R-HSA-2473151;R-HSA-8854044;R-HSA-187545;R-HSA-174238;R-HSA-2995376;R-HSA-8854041;R-HSA-187552;R-HSA-8854052;R-HSA-8854051;R-HSA-170149;R-HSA-174251;R-HSA-2422927;R-HSA-170153;R-HSA-3000449;R-HSA-170158;R-HSA-174255;R-HSA-5244669;R-HSA-170159;R-HSA-170156;R-HSA-8854071;R-HSA-69299;R-HSA-170161;R-HSA-8848436;R-HSA-187574;R-HSA-4086410;R-HSA-187575;R-HSA-8932400;R-HSA-163010;R-HSA-174273;R-HSA-5229194;R-HSA-5195402;R-HSA-2993898;R-HSA-179410;R-HSA-157906;R-HSA-2529015;R-HSA-9615937;R-HSA-2529020;R-HSA-8961619;R-HSA-179417;R-HSA-9615945;R-HSA-2172666;R-HSA-8961620;R-HSA-179421;R-HSA-2468039;R-HSA-2473152;R-HSA-4088024;R-HSA-8961632;R-HSA-8961636;R-HSA-2468041;R-HSA-2468040;R-HSA-8961651;R-HSA-9648017;R-HSA-2172194;R-HSA-8964492;R-HSA-8852354;R-HSA-8961934;R-HSA-8961920;R-HSA-8964482;R-HSA-2990880;R-HSA-2294574;R-HSA-8852362;R-HSA-2990882;R-HSA-2984226;R-HSA-8961946;R-HSA-2520883;R-HSA-2294580;R-HSA-8964498;R-HSA-8853405;R-HSA-2294590;R-HSA-188191;R-HSA-8961961;R-HSA-8964525;R-HSA-2172678;R-HSA-8961952;R-HSA-8964513;R-HSA-9686969;R-HSA-8853419;R-HSA-176942;R-HSA-2168079;R-HSA-4419948;R-HSA-68913;R-HSA-2984220;R-HSA-2466068;R-HSA-8853429;R-HSA-2429719;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-2301205;R-HSA-8961982;R-HSA-2172183;R-HSA-68918;R-HSA-9634219;R-HSA-8964531;R-HSA-8961972;R-HSA-176956;R-HSA-9659820;R-HSA-182594;R-HSA-1362261;R-HSA-8853444;R-HSA-5221130;R-HSA-1362270;R-HSA-9648089;R-HSA-68940;R-HSA-8964550;R-HSA-8961991;R-HSA-68944;R-HSA-68947;R-HSA-68946;R-HSA-68948;R-HSA-9686980;R-HSA-68950;R-HSA-9618378;R-HSA-1363276;R-HSA-8964561;R-HSA-68954;R-HSA-4088162;R-HSA-2980720;R-HSA-113503;R-HSA-1363274;R-HSA-8964567;R-HSA-9648114;R-HSA-68960;R-HSA-113504;R-HSA-162657;R-HSA-8964588;R-HSA-2314566;R-HSA-4088152;R-HSA-1363314;R-HSA-8978926;R-HSA-2314569;R-HSA-2294600;R-HSA-8964580;R-HSA-2984258;R-HSA-1363303;R-HSA-380278;R-HSA-4088141;R-HSA-380272;R-HSA-4088134;R-HSA-1363311;R-HSA-1226094;R-HSA-4088130;R-HSA-1226095;R-HSA-380283;R-HSA-1363306;R-HSA-8962039;R-HSA-8853496;R-HSA-2514854;R-HSA-380294;R-HSA-3002798;R-HSA-1227670;R-HSA-1227671;R-HSA-1638803;R-HSA-380303;R-HSA-69005;R-HSA-69006;R-HSA-380311;R-HSA-1363328;R-HSA-3002811;R-HSA-69015;R-HSA-1363331;R-HSA-69016;R-HSA-380316;R-HSA-2468287;R-HSA-69019;R-HSA-2467775;R-HSA-9624845;R-HSA-9668405;R-HSA-9668415;R-HSA-9624893;R-HSA-9668389;R-HSA-187828;R-HSA-9668395;R-HSA-8961840;R-HSA-188345;R-HSA-69562;R-HSA-1638821;R-HSA-69053;R-HSA-188350;R-HSA-9668398;R-HSA-8961846;R-HSA-9624876;R-HSA-8852280;R-HSA-2288097;R-HSA-2467809;R-HSA-2467811;R-HSA-69063;R-HSA-5223304;R-HSA-4088309;R-HSA-4088306;R-HSA-4088307;R-HSA-8852298;R-HSA-69068;R-HSA-4088305;R-HSA-8941895;R-HSA-8961863;R-HSA-9668419;R-HSA-188371;R-HSA-3000319;R-HSA-8941915;R-HSA-69074;R-HSA-4088298;R-HSA-4088299;R-HSA-8852306;R-HSA-198613;R-HSA-2574845;R-HSA-8961874;R-HSA-8852317;R-HSA-3000310;R-HSA-2574840;R-HSA-188386;R-HSA-2468293;R-HSA-9667952;R-HSA-8852324;R-HSA-188390;R-HSA-174054;R-HSA-113638;R-HSA-174058;R-HSA-8961888;R-HSA-9634169;R-HSA-113643;R-HSA-174057;R-HSA-8852331;R-HSA-2214351;R-HSA-9667965;R-HSA-8961895;R-HSA-8856951;R-HSA-8964475;R-HSA-8961915;R-HSA-2467798;R-HSA-174070;R-HSA-8856945;R-HSA-8852337;R-HSA-169461;R-HSA-2467794;R-HSA-8852351;R-HSA-8964465;R-HSA-2562526;R-HSA-8961907;R-HSA-174079;R-HSA-69116;R-HSA-169468;R-HSA-8964471"
R-HSA-68962,"Activation of the pre-replicative complex",30,36,0.002522598276224511,0.05929481762965083,0.795857212076082,9,9,6.628857626868969E-4,9606,Homo sapiens,"4172;4173;4174;23649;5000;4175;5001;4176;5422;4171;55388;990;1017;5557;5558;23595;23155;28986;84515;51053;1960;23594;10926;81620;8318;6117;6119;54107;6118;5426;8317;5427;4998","","R-HSA-68960;R-HSA-69299;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-68954;R-HSA-68940"
R-HSA-380270,"Recruitment of mitotic centrosome proteins and complexes",61,81,0.005675846121505151,0.06102574960478413,0.795857212076082,3,3,2.209619208956323E-4,9606,Homo sapiens,"22913;9662;8655;11064;1781;3320;22994;22995;7283;1778;10733;80321;114791;203068;1454;1453;55125;9814;5577;85378;9793;7532;7531;10383;23332;95681;27175;10426;2117;653784;90624;5347;22919;10142;54801;7846;10540;5108;4751;55142;2171;22897;27229;1997;5116;79959;1639;51704;5518;93323;7277;23354;22981;440145;10844;1964;121441;983;54820;55755;10806;5566;8636;11258;80097;84131;4957","","R-HSA-380311;R-HSA-380455;R-HSA-380283"
R-HSA-1640170,"Cell Cycle",480,734,0.0514329759652442,0.06461352121981145,0.795857212076082,447,449,0.03307063416071297,9606,Homo sapiens,"25904;91653;2551;1460;22994;22995;9184;1459;2305;55320;4609;2664;1454;1453;5931;5932;91768;5933;5934;10776;64151;4605;25913;10426;5707;5708;5709;5700;10783;5701;10540;5702;2319;4751;9088;22974;5717;5719;57405;1111;5710;5711;27183;5714;5716;4869;91782;1495;22981;2218;3428;55355;3306;10403;387103;80776;81620;701;5720;4998;10762;5981;5982;5861;5983;1021;3320;29108;1019;27286;80321;10733;1017;114791;10856;10735;29105;55125;3796;10971;4660;91687;100101267;2122;2121;1031;57551;1030;79682;27175;1028;2117;1027;2237;3326;1026;653784;5984;5500;5985;5501;6714;4659;22933;5520;1163;55142;84936;2491;83607;83734;2009;5519;55388;10714;55143;3215;5515;5516;5518;22822;6500;10844;983;10726;84930;54069;5885;157570;5888;5889;5528;5422;2033;3364;2275;1063;1062;2030;990;991;151648;203068;993;994;995;1058;996;6502;8924;85378;128866;54756;10376;10133;5537;64682;10381;5431;10383;5433;3376;64689;64326;23332;2286;641;5424;10142;7846;5425;5426;5427;113130;4218;8815;348235;5440;5441;10592;5685;23421;3021;2294;3020;2171;890;891;29089;54892;3017;51143;3015;3014;2167;5434;8945;55505;10112;5557;5436;79959;11200;10111;5558;5437;9918;7979;57804;4361;5694;4000;5695;4001;5696;23310;64105;23431;114799;440145;25978;2182;2060;11339;55755;546;10000;5566;84057;84296;8970;6790;23649;9700;129401;81929;3161;81930;672;675;55766;9814;5577;7514;5578;5699;10213;8607;25836;140609;5594;5111;5595;7532;7531;7534;7533;3178;51053;90987;90624;8615;5347;208;5108;91750;5000;5001;3065;25920;79991;22897;332;699;5116;9837;4149;140735;165918;23636;25936;3191;23518;8881;23511;53371;580;79980;79866;54107;8636;4172;9861;54908;4173;7321;4174;4175;8655;4176;7444;7443;6233;11065;11064;7324;23047;57060;4171;4292;472;595;23165;151246;9735;9978;6241;9631;7334;11073;94239;119504;28986;95681;23291;51773;6117;54801;7329;6119;6118;51659;84790;9883;7341;348995;25;8556;7465;7468;23266;220134;57082;4193;23383;6249;54933;8548;54931;4085;7112;9656;23155;23397;58189;54820;51434;8318;85300;54821;8317;80097;9663;8454;6396;9662;10051;8334;8697;2909;23122;23243;55920;2907;1936;7013;9793;7014;8345;8467;1949;8339;7027;9688;10393;116028;23224;23345;1950;51343;51588;54978;1719;8349;347733;2805;11004;55706;8365;9212;7153;7277;8243;7158;7157;9577;64785;11130;23353;23595;221496;23354;25777;1964;2932;51230;1960;23592;23594;79902;7029;11258;55839;84131;22913;7280;80119;55164;7283;26271;29781;55166;84962;27243;26277;79019;27123;83990;1859;1979;1616;1978;1736;7175;9232;7298;55291;8021;79003;55055;27133;81565;22919;3921;1869;9126;57122;286826;63922;84617;27229;29882;1514;1997;1876;1874;147841;1870;3930;1639;51704;51703;93323;9133;9134;9491;401541;200014;79023;9493;29893;2735;27352;10806;10926;2619;80010;1781;1780;79172;7083;3836;1778;4926;3837;3717;4927;387893;80169;51720;9156;27338;56180;84515;5905;2512;2631;23097;26003;3842;83540;5901;80152;5903;23091;11083;3980;27303;63967;79075;1435;27300;83696;83695;30968;3619;3978;27436;8086;64946;5928;121441;30837;51512;30836;51759;5925;4957","","R-HSA-156673;R-HSA-156678;R-HSA-156682;R-HSA-912389;R-HSA-174088;R-HSA-174097;R-HSA-912408;R-HSA-156699;R-HSA-174104;R-HSA-174105;R-HSA-174110;R-HSA-912429;R-HSA-75809;R-HSA-3000335;R-HSA-174119;R-HSA-174122;R-HSA-174120;R-HSA-3000327;R-HSA-174121;R-HSA-176175;R-HSA-75820;R-HSA-174124;R-HSA-75823;R-HSA-75822;R-HSA-75825;R-HSA-75824;R-HSA-156723;R-HSA-2470935;R-HSA-69685;R-HSA-174132;R-HSA-174139;R-HSA-170044;R-HSA-3000339;R-HSA-174144;R-HSA-170055;R-HSA-606287;R-HSA-912458;R-HSA-170057;R-HSA-9624798;R-HSA-9668831;R-HSA-174159;R-HSA-174157;R-HSA-912450;R-HSA-170070;R-HSA-174164;R-HSA-606289;R-HSA-174171;R-HSA-170072;R-HSA-912470;R-HSA-8942803;R-HSA-174174;R-HSA-912467;R-HSA-170076;R-HSA-141409;R-HSA-170087;R-HSA-170084;R-HSA-170088;R-HSA-141422;R-HSA-141423;R-HSA-187506;R-HSA-174195;R-HSA-9624800;R-HSA-912505;R-HSA-141431;R-HSA-141429;R-HSA-176250;R-HSA-174202;R-HSA-174203;R-HSA-912503;R-HSA-69754;R-HSA-8942836;R-HSA-141439;R-HSA-912496;R-HSA-69756;R-HSA-606326;R-HSA-141437;R-HSA-187520;R-HSA-174209;R-HSA-606349;R-HSA-170116;R-HSA-8942607;R-HSA-176264;R-HSA-8962050;R-HSA-170120;R-HSA-170126;R-HSA-2995389;R-HSA-174227;R-HSA-2995388;R-HSA-170131;R-HSA-174224;R-HSA-6804724;R-HSA-174235;R-HSA-8848414;R-HSA-2473151;R-HSA-187545;R-HSA-174238;R-HSA-2995376;R-HSA-187552;R-HSA-170149;R-HSA-176298;R-HSA-174251;R-HSA-2422927;R-HSA-170153;R-HSA-3000449;R-HSA-170158;R-HSA-174255;R-HSA-170159;R-HSA-170156;R-HSA-170161;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-8932400;R-HSA-176318;R-HSA-163010;R-HSA-174273;R-HSA-181450;R-HSA-179410;R-HSA-157906;R-HSA-179417;R-HSA-179421;R-HSA-2468039;R-HSA-2473152;R-HSA-264418;R-HSA-4088024;R-HSA-2468041;R-HSA-2468040;R-HSA-264435;R-HSA-349426;R-HSA-264444;R-HSA-5693609;R-HSA-349444;R-HSA-69891;R-HSA-2172194;R-HSA-75010;R-HSA-8964492;R-HSA-75016;R-HSA-8964482;R-HSA-349455;R-HSA-264458;R-HSA-2984226;R-HSA-163090;R-HSA-75028;R-HSA-163099;R-HSA-8964498;R-HSA-163096;R-HSA-8964525;R-HSA-8964513;R-HSA-2168079;R-HSA-4419948;R-HSA-68913;R-HSA-2984220;R-HSA-2466068;R-HSA-163120;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-2301205;R-HSA-2172183;R-HSA-68918;R-HSA-9634219;R-HSA-8964531;R-HSA-6803801;R-HSA-9659820;R-HSA-182594;R-HSA-1362261;R-HSA-9670101;R-HSA-1362270;R-HSA-9023941;R-HSA-68940;R-HSA-8964550;R-HSA-9023943;R-HSA-68944;R-HSA-68947;R-HSA-68946;R-HSA-68948;R-HSA-68950;R-HSA-1363276;R-HSA-8964561;R-HSA-174427;R-HSA-68954;R-HSA-174425;R-HSA-4088162;R-HSA-1363274;R-HSA-8964567;R-HSA-6803719;R-HSA-68960;R-HSA-6804741;R-HSA-8964588;R-HSA-174438;R-HSA-2314566;R-HSA-174439;R-HSA-4088152;R-HSA-1363314;R-HSA-8978926;R-HSA-2314569;R-HSA-9686521;R-HSA-174441;R-HSA-8964580;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-2984258;R-HSA-9686524;R-HSA-174451;R-HSA-9670114;R-HSA-174448;R-HSA-1363303;R-HSA-380278;R-HSA-4088141;R-HSA-380272;R-HSA-174452;R-HSA-4088134;R-HSA-9671145;R-HSA-174456;R-HSA-1363311;R-HSA-1226094;R-HSA-4088130;R-HSA-1226095;R-HSA-380283;R-HSA-1363306;R-HSA-380294;R-HSA-3002798;R-HSA-1638803;R-HSA-380303;R-HSA-69005;R-HSA-69006;R-HSA-380311;R-HSA-1363328;R-HSA-3002811;R-HSA-69015;R-HSA-1363331;R-HSA-69016;R-HSA-380316;R-HSA-2468287;R-HSA-69019;R-HSA-9624845;R-HSA-9624893;R-HSA-6793685;R-HSA-9668902;R-HSA-187828;R-HSA-9668904;R-HSA-1638821;R-HSA-69053;R-HSA-6804955;R-HSA-9624876;R-HSA-2288097;R-HSA-69063;R-HSA-4088309;R-HSA-4088306;R-HSA-4088307;R-HSA-69068;R-HSA-4088305;R-HSA-8941895;R-HSA-8941915;R-HSA-69074;R-HSA-4088298;R-HSA-4088299;R-HSA-2574845;R-HSA-2574840;R-HSA-2468293;R-HSA-5633460;R-HSA-9667952;R-HSA-6804879;R-HSA-9634169;R-HSA-9029987;R-HSA-2214351;R-HSA-9667965;R-HSA-8856951;R-HSA-8964475;R-HSA-8856945;R-HSA-169461;R-HSA-8964465;R-HSA-2562526;R-HSA-69116;R-HSA-169468;R-HSA-8964471;R-HSA-375302;R-HSA-2562594;R-HSA-8961678;R-HSA-69127;R-HSA-5683792;R-HSA-8961665;R-HSA-187916;R-HSA-8961671;R-HSA-8961688;R-HSA-9647746;R-HSA-69140;R-HSA-2545203;R-HSA-69142;R-HSA-69144;R-HSA-187934;R-HSA-69152;R-HSA-380455;R-HSA-187937;R-HSA-9018017;R-HSA-8961699;R-HSA-187948;R-HSA-187949;R-HSA-69173;R-HSA-187959;R-HSA-176702;R-HSA-176700;R-HSA-2245218;R-HSA-5683735;R-HSA-2545253;R-HSA-69191;R-HSA-4088441;R-HSA-4088439;R-HSA-69195;R-HSA-69199;R-HSA-380508;R-HSA-2430533;R-HSA-2430535;R-HSA-5683774;R-HSA-69227;R-HSA-2484822;R-HSA-9668335;R-HSA-2430552;R-HSA-9615901;R-HSA-9670149;R-HSA-8854044;R-HSA-8854041;R-HSA-8854052;R-HSA-8854051;R-HSA-5244669;R-HSA-8854071;R-HSA-69299;R-HSA-4086410;R-HSA-5229194;R-HSA-5195402;R-HSA-2993898;R-HSA-2529015;R-HSA-9615937;R-HSA-2529020;R-HSA-8961619;R-HSA-9615945;R-HSA-2172666;R-HSA-8961620;R-HSA-8961632;R-HSA-8961636;R-HSA-8961651;R-HSA-1214188;R-HSA-9648017;R-HSA-8852354;R-HSA-8961934;R-HSA-8961920;R-HSA-164616;R-HSA-164617;R-HSA-2990880;R-HSA-2294574;R-HSA-8852362;R-HSA-164620;R-HSA-2990882;R-HSA-8961946;R-HSA-2520883;R-HSA-2294580;R-HSA-8853405;R-HSA-2294590;R-HSA-188191;R-HSA-8961961;R-HSA-2172678;R-HSA-8961952;R-HSA-9686969;R-HSA-8853419;R-HSA-176942;R-HSA-8853429;R-HSA-2429719;R-HSA-8961982;R-HSA-8961972;R-HSA-176956;R-HSA-8853444;R-HSA-5221130;R-HSA-9648089;R-HSA-8961991;R-HSA-9686980;R-HSA-9618378;R-HSA-2980720;R-HSA-113503;R-HSA-9648114;R-HSA-113504;R-HSA-162657;R-HSA-9668597;R-HSA-2294600;R-HSA-8962039;R-HSA-8853496;R-HSA-2514854;R-HSA-6799332;R-HSA-1227670;R-HSA-1227671;R-HSA-2467775;R-HSA-9668405;R-HSA-9668415;R-HSA-6803403;R-HSA-6803411;R-HSA-9668389;R-HSA-9668395;R-HSA-8961840;R-HSA-188345;R-HSA-69562;R-HSA-188350;R-HSA-9668398;R-HSA-8961846;R-HSA-8852280;R-HSA-9007926;R-HSA-2467809;R-HSA-2467811;R-HSA-5223304;R-HSA-8852298;R-HSA-8961863;R-HSA-9668419;R-HSA-188371;R-HSA-3000319;R-HSA-8852306;R-HSA-198613;R-HSA-8961874;R-HSA-8852317;R-HSA-3000310;R-HSA-6803388;R-HSA-69598;R-HSA-188386;R-HSA-69600;R-HSA-8852324;R-HSA-188390;R-HSA-174054;R-HSA-69604;R-HSA-176101;R-HSA-113638;R-HSA-174058;R-HSA-8961888;R-HSA-69608;R-HSA-6799246;R-HSA-113643;R-HSA-174057;R-HSA-8852331;R-HSA-8961895;R-HSA-8961915;R-HSA-2467798;R-HSA-174070;R-HSA-176116;R-HSA-8852337;R-HSA-2467794;R-HSA-8852351;R-HSA-8961907;R-HSA-174079"
R-HSA-69190,"DNA strand elongation",31,38,0.0026627426249036506,0.06928076182937071,0.795857212076082,15,15,0.0011048096044781615,9606,Homo sapiens,"4172;4173;4174;23649;4175;4176;5981;5982;5983;5422;4171;10714;9837;5557;5558;57804;3978;5111;64785;23155;84515;2237;8318;5984;6117;5424;5985;6119;5425;6118;84296;51659","","R-HSA-69152;R-HSA-69063;R-HSA-69127;R-HSA-176942;R-HSA-69068;R-HSA-69074;R-HSA-69173;R-HSA-69140;R-HSA-69142;R-HSA-169461;R-HSA-69144;R-HSA-69053;R-HSA-69116;R-HSA-169468;R-HSA-176956"
